name,gender,age,class,embarked,country,ticketno,fare,survived,pclass,crew
"Hannam, Mr. George",male,30,engineering crew,S,England,,,0,,engineering crew
"Harder, Mr. William",male,39,deck crew,S,England,,,1,,deck crew
"Harding, Mr. Alfred John",male,21,victualling crew,S,England,,,0,,victualling crew
"Hardwick, Mr. Reginald",male,21,victualling crew,S,England,,,1,,victualling crew
"Hardy, Mr. John",male,40,victualling crew,B,England,,,1,,victualling crew
"Harris, Mr. Amos",male,24,engineering crew,S,England,,,0,,engineering crew
"Harris, Mr. Charles William",male,19,victualling crew,S,England,,,0,,victualling crew
"Harris, Mr. Clifford Henry",male,17,victualling crew,S,England,,,0,,victualling crew
"Harris, Mr. Edward John",male,29,engineering crew,S,England,,,0,,engineering crew
"Harris, Mr. Edward Matthew",male,17,victualling crew,S,England,,,0,,victualling crew
"Harris, Mr. Frederick",male,39,engineering crew,S,England,,,1,,engineering crew
"Harrison, Mr. Aragõa Drummond",male,40,victualling crew,S,England,,,1,,victualling crew
"Harrison, Mr. Norman E.",male,38,engineering crew,B,England,,,0,,engineering crew
"Hart, Mr. James",male,54,engineering crew,S,England,,,0,,engineering crew
"Hart, Mr. John Edward",male,32,victualling crew,S,England,,,1,,victualling crew
"Hartnell, Mr. Fred",male,21,victualling crew,S,England,,,1,,victualling crew
"Harvey, Mr. Herbert Gifford",male,34,engineering crew,B,Northern Ireland,,,0,,engineering crew
"Hatch, Mr. Hugh",male,23,victualling crew,S,England,,,0,,victualling crew
"Hawkesworth, Mr. James",male,52,victualling crew,S,England,,,0,,victualling crew
"Hawkesworth, Mr. William Walter",male,43,victualling crew,S,England,,,0,,victualling crew
"Hayter, Mr. Arthur",male,45,victualling crew,B,England,,,0,,victualling crew
"Head, Mr. Alfred",male,24,engineering crew,S,England,,,0,,engineering crew
"Hebb, Mr. William Albert",male,22,engineering crew,S,England,,,1,,engineering crew
"Heinen, Mr. Joseph Dominichus",male,30,victualling crew,S,England,,,0,,victualling crew
"Hemming, Mr. Samuel Ernest",male,43,deck crew,B,England,,,1,,deck crew
"Hendrickson, Mr. Charles Osker",male,28,engineering crew,S,England,,,1,,engineering crew
"Hendy, Mr. Edward Martin",male,40,victualling crew,B,England,,,0,,victualling crew
"Hensford, Mr. Herbert George Ernest",male,26,victualling crew,S,England,,,0,,victualling crew
"Hesketh, Mr. John Henry",male,33,engineering crew,B,England,,,0,,engineering crew
"Heslin, Mr. James",male,45,engineering crew,S,England,,,0,,engineering crew
"Hewitt, Mr. Thomas",male,37,victualling crew,B,England,,,0,,victualling crew
"Hichens, Mr. Robert",male,29,deck crew,S,England,,,1,,deck crew
"Hill, Mr. H. P.",male,36,victualling crew,S,England,,,0,,victualling crew
"Hill, Mr. James",male,25,engineering crew,S,England,,,0,,engineering crew
"Hill, Mr. James Colston",male,43,victualling crew,B,England,,,0,,victualling crew
"Hinckley, Mr. George Herbert",male,40,victualling crew,S,England,,,0,,victualling crew
"Hine, Mr. William Edward",male,36,victualling crew,S,England,,,0,,victualling crew
"Hinton, Mr. Stephen William",male,31,engineering crew,S,England,,,0,,engineering crew
"Hiscock, Mr. Sydney George",male,25,victualling crew,S,England,,,0,,victualling crew
"Hoare, Mr. Leonard James",male,19,victualling crew,B,England,,,0,,victualling crew
"Hodge, Mr. Charley",male,29,engineering crew,B,England,,,0,,engineering crew
"Hodges, Mr. W.",male,26,engineering crew,S,England,,,0,,engineering crew
"Hodgkinson, Mr. Leonard",male,46,engineering crew,B,England,,,0,,engineering crew
"Hogg, Mr. Charles William",male,43,victualling crew,S,England,,,0,,victualling crew
"Hogg, Mr. George Alfred",male,29,deck crew,B,England,,,1,,deck crew
"Hogue, Mr. E.",male,22,victualling crew,S,England,,,0,,victualling crew
"Holland, Mr. Thomas",male,28,victualling crew,B,England,,,0,,victualling crew
"Holloway, Mr. Sidney",male,24,victualling crew,S,England,,,0,,victualling crew
"Holman, Mr. Harry",male,29,deck crew,B,England,,,0,,deck crew
"Hopgood, Mr. Roland John C.",male,29,engineering crew,S,England,,,0,,engineering crew
"Hopkins, Mr. Frederick William",male,15,victualling crew,S,England,,,0,,victualling crew
"Hopkins, Mr. Robert John",male,40,deck crew,S,England,,,1,,deck crew
"Horswill, Mr. Albert Edward James",male,33,deck crew,S,England,,,1,,deck crew
"Hosgood, Mr. Richard William",male,23,engineering crew,S,England,,,0,,engineering crew
"Hosking, Mr. George Fox",male,36,engineering crew,B,England,,,0,,engineering crew
"House, Mr. William John",male,38,victualling crew,B,England,,,0,,victualling crew
"Howell, Mr. Arthur Albert",male,31,victualling crew,B,England,,,0,,victualling crew
"Hughes, Mr. William Thomas",male,34,victualling crew,S,England,,,0,,victualling crew
"Humby, Mr. Frederick Charles",male,18,victualling crew,S,England,,,0,,victualling crew
"Humphreys, Mr. Humphrey",male,32,victualling crew,S,England,,,0,,victualling crew
"Humphreys, Mr. Sidney",male,53,deck crew,S,England,,,1,,deck crew
"Hunt, Mr. Albert Sylvanus",male,23,engineering crew,S,England,,,1,,engineering crew
"Hunt, Mr. Tom",male,27,engineering crew,S,England,,,0,,engineering crew
"Hurst, Mr. Charles John",male,41,engineering crew,S,England,,,0,,engineering crew
"Hurst, Mr. Walter",male,23,engineering crew,S,England,,,1,,engineering crew
"Hutchinson, Mr. James",male,31,victualling crew,S,England,,,0,,victualling crew
"Hutchinson, Mr. John Hall",male,28,deck crew,B,England,,,0,,deck crew
"Hyland, Mr. James Leo",male,19,victualling crew,S,England,,,1,,victualling crew
"Ide, Mr. Harry John",male,31,victualling crew,S,England,,,0,,victualling crew
"Ingram, Mr. George",male,19,engineering crew,S,England,,,0,,engineering crew
"Ingrouille, Mr. Henry",male,21,victualling crew,S,England,,,0,,victualling crew
"Ings, Mr. William Ernest",male,20,victualling crew,S,England,,,0,,victualling crew
"Instance, Mr. T.",male,33,engineering crew,S,England,,,0,,engineering crew
"Jackopson, Mr. John Henry",male,30,engineering crew,S,England,,,0,,engineering crew
"Jackson, Mr. Cecil",male,22,victualling crew,B,England,,,0,,victualling crew
"Jago, Mr. Joseph",male,59,engineering crew,S,England,,,0,,engineering crew
"Jaillet, Mr. Henri Marie",male,38,restaurant staff,S,France,,,0,,restaurant staff
"James, Mr. Thomas",male,27,engineering crew,S,Wales,,,0,,engineering crew
"Janaway, Mr. William Frank",male,35,victualling crew,B,England,,,0,,victualling crew
"Janin, Mr. Claude Marie",male,29,restaurant staff,S,England,,,0,,restaurant staff
"Jeffery, Mr. William Alfred",male,28,restaurant staff,S,England,,,0,,restaurant staff
"Jenner, Mr. Thomas Henry (Harry)",male,55,victualling crew,B,England,,,0,,victualling crew
"Jensen, Mr. Charles Valdemar",male,25,victualling crew,S,England,,,0,,victualling crew
"Jessop, Miss. Violet Constance",female,24,victualling crew,S,England,,,1,,victualling crew
"Jewell, Mr. Archie",male,23,deck crew,B,England,,,1,,deck crew
"Joas, Mr. N.",male,38,engineering crew,S,England,,,0,,engineering crew
"Johnston, Mr. James",male,41,victualling crew,B,England,,,1,,victualling crew
"Jones, Mr. Albert Hugh Brabner",male,17,victualling crew,S,England,,,0,,victualling crew
"Jones, Mr. Arthur Ernest",male,37,victualling crew,S,England,,,0,,victualling crew
"Jones, Mr. Harry Owen G.",male,29,victualling crew,S,England,,,0,,victualling crew
"Jones, Mr. Thomas William",male,32,deck crew,S,England,,,1,,deck crew
"Jones, Mr. Victor Reginald",male,21,victualling crew,S,England,,,0,,victualling crew
"Jouannault, Mr. Georges Jules",male,24,restaurant staff,S,England,,,0,,restaurant staff
"Joughin, Mr. Charles John",male,32,victualling crew,B,England,,,1,,victualling crew
"Judd, Mr. Charles Edward",male,31,engineering crew,S,England,,,1,,engineering crew
"Jukes, Mr. Henry James",male,38,engineering crew,S,England,,,0,,engineering crew
"Jupe, Mr. Boykett Herbert",male,30,engineering crew,S,England,,,0,,engineering crew
"Kasper, Mr. Franz Wilhelm",male,40,engineering crew,S,England,,,1,,engineering crew
"Kearl, Mr. Charles Henry",male,44,engineering crew,S,England,,,0,,engineering crew
"Kearl, Mr. George Edward",male,25,engineering crew,S,England,,,0,,engineering crew
"Keen, Mr. Percy Edward",male,30,victualling crew,S,England,,,1,,victualling crew
"Kelland, Mr. Thomas",male,18,victualling crew,S,England,,,0,,victualling crew
"Kelly, Mr. William",male,23,engineering crew,B,Scotland,,,0,,engineering crew
"Kemish, Mr. George",male,22,engineering crew,S,England,,,1,,engineering crew
"Kemp, Mr. Thomas Hulman",male,43,engineering crew,B,England,,,0,,engineering crew
"Kenchenten, Mr. Frederick Charles",male,37,engineering crew,S,England,,,0,,engineering crew
"Kennell, Mr. Charles",male,30,victualling crew,S,England,,,0,,victualling crew
"Kenzler, Mr. August",male,44,engineering crew,B,England,,,0,,engineering crew
"Kerley, Mr. William Thomas",male,28,victualling crew,S,England,,,0,,victualling crew
"Kerr, Mr. Thomas Russell",male,26,engineering crew,S,Scotland,,,0,,engineering crew
"Ketchley, Mr. Henry",male,36,victualling crew,B,England,,,0,,victualling crew
"Kieran, Mr. Edgar Michael",male,34,victualling crew,S,Ireland,,,0,,victualling crew
"Kieran, Mr. James William",male,35,victualling crew,S,England,,,0,,victualling crew
"King, Mr. Alfred John Moffett",male,18,victualling crew,S,England,,,0,,victualling crew
"King, Mr. Ernest Waldron",male,28,victualling crew,S,Ireland,,,0,,victualling crew
"King, Mr. G.",male,20,victualling crew,S,England,,,0,,victualling crew
"King, Mr. Thomas Walter",male,42,deck crew,S,England,,,0,,deck crew
"Kingscote, Mr. William Ford",male,48,victualling crew,S,England,,,0,,victualling crew
"Kinsella, Mr. Louis",male,30,engineering crew,S,England,,,0,,engineering crew
"Kirkaldy, Mr. Thomas Benjamin",male,36,victualling crew,S,England,,,0,,victualling crew
"Kirkham, Mr. James",male,43,engineering crew,S,England,,,0,,engineering crew
"Kitching, Mr. Arthur Alfred",male,31,victualling crew,S,England,,,0,,victualling crew
"Klein, Mr. Herbert",male,33,victualling crew,S,England,,,0,,victualling crew
"Knight, Mr. George",male,49,victualling crew,S,England,,,1,,victualling crew
"Knight, Mr. Leonard George",male,21,victualling crew,S,England,,,0,,victualling crew
"Knowles, Mr. Thomas",male,43,engineering crew,S,England,,,1,,engineering crew
"Lacey, Mr. Bertie William",male,20,victualling crew,S,England,,,0,,victualling crew
"Lahy, Mr. T.",male,41,engineering crew,S,England,,,0,,engineering crew
"Lake, Mr. William",male,46,victualling crew,B,England,,,0,,victualling crew
"Lane, Mr. Albert Edward",male,34,victualling crew,S,England,,,0,,victualling crew
"Latimer, Mr. Andrew",male,55,victualling crew,B,England,,,0,,victualling crew
"Lavington, Miss. Elizabeth",female,40,victualling crew,S,England,,,1,,victualling crew
"Lawrence, Mr. Arthur",male,36,victualling crew,B,England,,,0,,victualling crew
"Leader, Mr. Archibald",male,22,victualling crew,S,England,,,0,,victualling crew
"Leather, Mrs. Elizabeth Mary",female,50,victualling crew,S,England,,,1,,victualling crew
"Lee, Mr. H.",male,18,engineering crew,S,England,,,0,,engineering crew
"Lee, Mr. Henry Reginald",male,29,victualling crew,S,England,,,1,,victualling crew
"Lee, Mr. Reginald Robinson",male,41,deck crew,S,England,,,1,,deck crew
"Lefebvre, Mr. Paul Georges",male,35,victualling crew,S,England,,,0,,victualling crew
"Leonard, Mr. Matthew",male,25,victualling crew,B,United States,,,0,,victualling crew
"Levett, Mr. George Alfred",male,26,victualling crew,B,England,,,0,,victualling crew
"Lewis, Mr. Arthur Ernest Read",male,27,victualling crew,S,England,,,1,,victualling crew
"Light, Mr. Charles Edward",male,24,victualling crew,S,England,,,0,,victualling crew
"Light, Mr. Christopher William",male,20,engineering crew,S,England,,,0,,engineering crew
"Light, Mr. W.",male,47,engineering crew,S,England,,,0,,engineering crew
"Lightoller, Mr. Charles Herbert",male,38,deck crew,B,England,,,1,,deck crew
"Lindsay, Mr. William Charles",male,30,engineering crew,S,England,,,1,,engineering crew
"Littlejohn, Mr. Alexander James",male,40,victualling crew,B,England,,,1,,victualling crew
"Lloyd, Mr. Humphrey",male,41,victualling crew,B,England,,,0,,victualling crew
"Lloyd, Mr. William",male,29,engineering crew,S,England,,,0,,engineering crew
"Locke, Mr. A.",male,33,victualling crew,S,England,,,0,,victualling crew
"Long, Mr. Frank",male,31,engineering crew,S,England,,,0,,engineering crew
"Long, Mr. William",male,36,engineering crew,S,England,,,0,,engineering crew
"Longmuir, Mr. John Dickson",male,20,victualling crew,S,England,,,0,,victualling crew
"Lovell, Mr. John",male,37,victualling crew,S,England,,,0,,victualling crew
"Lowe, Mr. Harold Godfrey",male,29,deck crew,B,Wales,,,1,,deck crew
"Lucas, Mr. William Arthur",male,25,deck crew,S,England,,,1,,deck crew
"Lucas, Mr. William Watson",male,31,victualling crew,B,England,,,1,,victualling crew
"Lydiatt, Mr. Charles",male,45,victualling crew,S,England,,,0,,victualling crew
"Lyons, Mr. William Henry",male,26,deck crew,S,Ireland,,,0,,deck crew
"Mabey, Mr. John Charles",male,24,victualling crew,S,England,,,0,,victualling crew
"MacKie, Mr. George William",male,34,victualling crew,S,England,,,0,,victualling crew
"Mackie, Mr. William Dickson",male,32,engineering crew,B,Scotland,,,0,,engineering crew
"Major, Mr. Thomas Edgar",male,36,victualling crew,B,England,,,0,,victualling crew
"Major, Mr. William James",male,32,engineering crew,S,England,,,1,,engineering crew
"Mantle, Mr. Roland Frederick",male,40,victualling crew,S,England,,,0,,victualling crew
"March, Mr. John Starr",male,50,victualling crew,S,United States,,,0,,victualling crew
"Marett, Mr. George John",male,27,engineering crew,S,England,,,0,,engineering crew
"Marks, Mr. James",male,27,victualling crew,S,Scotland,,,0,,victualling crew
"Marriott, Mr. John William",male,21,victualling crew,S,England,,,0,,victualling crew
"Marsden, Miss. Evelyn",female,28,victualling crew,S,England,,,1,,victualling crew
"Marsh, Mr. Frederick Charles",male,40,engineering crew,S,England,,,0,,engineering crew
"Martin, Miss. Mabel Elvina",female,20,restaurant staff,S,England,,,1,,restaurant staff
"Martin, Mrs. Annie Martha",female,39,victualling crew,S,Channel Islands,,,1,,victualling crew
"Maskell, Mr. Leopold Adolphus",male,25,engineering crew,S,England,,,0,,engineering crew
"Mason, Mr. Frank Archibald Robert",male,32,engineering crew,S,England,,,1,,engineering crew
"Mason, Mr. J.",male,39,engineering crew,S,England,,,0,,engineering crew
"Matherson, Mr. David",male,30,deck crew,S,England,,,0,,deck crew
"Mathias, Mr. Montague Vincent",male,29,deck crew,S,Wales,,,0,,deck crew
"Mattmann, Sig. Adolf",male,20,restaurant staff,S,England,,,0,,restaurant staff
"Mauge, Mr. Paul Achille Maurice Germain",male,25,restaurant staff,S,England,,,1,,restaurant staff
"Maxwell, Mr. John",male,30,deck crew,B,England,,,0,,deck crew
"May, Mr. Arthur William",male,22,engineering crew,S,England,,,0,,engineering crew
"May, Mr. Arthur William",male,59,engineering crew,S,England,,,0,,engineering crew
"Maynard, Mr. Isaac Hiram",male,31,victualling crew,B,England,,,1,,victualling crew
"Mayo, Mr. William Peter",male,28,engineering crew,S,England,,,0,,engineering crew
"Maytum, Mr. Alfred",male,53,victualling crew,B,England,,,0,,victualling crew
"Mayzes, Mr. Thomas Jubilee",male,25,engineering crew,S,England,,,1,,engineering crew
"McAndrew, Mr. Thomas Patrick",male,38,engineering crew,S,England,,,0,,engineering crew
"McAndrews, Mr. William",male,23,engineering crew,S,,,,0,,engineering crew
"McCarthy, Mr. Frederick James",male,38,victualling crew,S,England,,,0,,victualling crew
"McCarthy, Mr. William",male,47,deck crew,S,Ireland,,,1,,deck crew
"McCastlan, Mr. W.",male,38,engineering crew,S,England,,,0,,engineering crew
"McCawley, Mr. Thomas W.",male,36,victualling crew,B,Scotland,,,0,,victualling crew
"McElroy, Mr. Hugh Walter",male,37,victualling crew,S,England,,,0,,victualling crew
"McGann, Mr. James",male,29,engineering crew,S,England,,,1,,engineering crew
"McGarvey, Mr. Edward Joseph",male,34,engineering crew,S,England,,,0,,engineering crew
"McGaw, Mr. Erroll Victor",male,30,engineering crew,S,England,,,0,,engineering crew
"McGough, Mr. George Francis 'Paddy'",male,36,deck crew,S,Ireland,,,1,,deck crew
"McGrady, Mr. James",male,17,victualling crew,S,England,,,0,,victualling crew
"McInerney, Mr. Thomas",male,38,engineering crew,S,England,,,0,,engineering crew
"McIntyre, Mr. William",male,21,engineering crew,S,England,,,1,,engineering crew
"McKay, Mr. Charles Donald",male,30,victualling crew,B,England,,,1,,victualling crew
"McLaren, Mrs. Hypatia",female,40,victualling crew,S,England,,,1,,victualling crew
"McMicken, Mr. Arthur",male,23,victualling crew,B,England,,,1,,victualling crew
"McMicken, Mr. Benjamin Tucker",male,21,victualling crew,B,England,,,0,,victualling crew
"McMullin, Mr. John Richard",male,36,victualling crew,B,England,,,0,,victualling crew
"McMurray, Mr. William",male,44,victualling crew,B,England,,,0,,victualling crew
"McQuillan, Mr. William",male,26,engineering crew,B,Northern Ireland,,,0,,engineering crew
"McRae, Mr. William Alexander",male,32,engineering crew,S,England,,,0,,engineering crew
"McReynolds, Mr. William",male,22,engineering crew,B,Northern Ireland,,,0,,engineering crew
"Mellor, Mr. Arthur",male,34,victualling crew,S,England,,,0,,victualling crew
"Middleton, Mr. Alfred Pirrie",male,27,engineering crew,B,Ireland,,,0,,engineering crew
"Middleton, Mr. Mark Victor",male,28,victualling crew,S,England,,,0,,victualling crew
"Milford, Mr. George",male,28,engineering crew,S,England,,,0,,engineering crew
"Millar, Mr. Robert",male,26,engineering crew,B,Scotland,,,0,,engineering crew
"Millar, Mr. Thomas",male,32,engineering crew,B,Northern Ireland,,,0,,engineering crew
"Mills, Mr. Christopher",male,51,victualling crew,S,England,,,1,,victualling crew
"Mintram, Mr. William",male,46,engineering crew,S,England,,,0,,engineering crew
"Mishellany, Mr. Abraham Mansoor",male,53,victualling crew,B,Lebanon,,,0,,victualling crew
"Mitchell, Mr. Lorenzo (Lawrence) Horace",male,19,engineering crew,S,England,,,0,,engineering crew
"Monrós, Sr. Joan Javier",male,20,restaurant staff,S,Spain,,,0,,restaurant staff
"Monteverdi, Sig. Giovanni",male,23,restaurant staff,S,England,,,0,,restaurant staff
"Moody, Mr. James Paul",male,24,deck crew,B,England,,,0,,deck crew
"Moore, Mr. Alfred Ernest",male,39,victualling crew,S,England,,,0,,victualling crew
"Moore, Mr. George Alfred",male,32,deck crew,S,England,,,1,,deck crew
"Moore, Mr. John J.",male,29,engineering crew,S,England,,,1,,engineering crew
"Moore, Mr. Ralph",male,22,engineering crew,S,England,,,0,,engineering crew
"Moores, Mr. Richard Henry",male,44,engineering crew,S,England,,,0,,engineering crew
"Morgan (Bird), Mr. Charles Frederick",male,42,victualling crew,S,England,,,0,,victualling crew
"Morgan, Mr. Arthur Herbert",male,27,engineering crew,S,England,,,0,,engineering crew
"Morgan, Mr. Thomas A.",male,26,engineering crew,S,England,,,0,,engineering crew
"Morris, Mr. Arthur",male,30,engineering crew,S,England,,,0,,engineering crew
"Morris, Mr. Frank Herbert",male,28,victualling crew,B,England,,,1,,victualling crew
"Morris, Mr. William Edward",male,23,engineering crew,S,England,,,0,,engineering crew
"Moss, Mr. William",male,36,victualling crew,B,England,,,0,,victualling crew
"Moyes, Mr. William Young",male,24,engineering crew,B,Scotland,,,0,,engineering crew
"Müller, Mr. Ludwig",male,37,victualling crew,S,England,,,0,,victualling crew
"Mullin, Mr. Thomas",male,20,victualling crew,S,Scotland,,,0,,victualling crew
"Murdoch, Mr. William McMaster",male,39,deck crew,B,Scotland,,,0,,deck crew
"Nannini, Sig. Francesco Luigi Arcangelo",male,42,restaurant staff,S,Italy,,,0,,restaurant staff
"Neal, Mr. Bentley Harold",male,26,victualling crew,S,England,,,1,,victualling crew
"Nettleton, Mr. George Walter",male,30,engineering crew,S,England,,,0,,engineering crew
"Newman, Mr. Charles Thomas",male,33,engineering crew,S,England,,,0,,engineering crew
"Nicholls, Mr. Sidney",male,39,victualling crew,S,England,,,0,,victualling crew
"Nichols, Mr. Alfred William Stanley",male,48,deck crew,B,Australia,,,0,,deck crew
"Nichols, Mr. Arthur",male,46,victualling crew,S,England,,,0,,victualling crew
"Nichols, Mr. Walter Henry",male,35,victualling crew,S,England,,,1,,victualling crew
"Niven, Mr. John Brown",male,30,engineering crew,S,Scotland,,,0,,engineering crew
"Noon, Mr. John Thomas",male,42,engineering crew,S,England,,,0,,engineering crew
"Norris, Mr. James",male,22,engineering crew,S,England,,,0,,engineering crew
"Noss, Mr. Bertram Arthur",male,21,engineering crew,S,England,,,0,,engineering crew
"Noss, Mr. Henry",male,30,engineering crew,S,England,,,1,,engineering crew
"Nutbean, Mr. William",male,30,engineering crew,S,England,,,1,,engineering crew
"O'Connor, Mr. John",male,29,engineering crew,S,England,,,1,,engineering crew
"O'Connor, Mr. Thomas Peter",male,44,victualling crew,B,England,,,0,,victualling crew
"Olive, Mr. Charles",male,31,engineering crew,S,England,,,0,,engineering crew
"Olive, Mr. Ernest Roskelly",male,27,victualling crew,S,England,,,0,,victualling crew
"Oliver, Mr. H.",male,32,engineering crew,S,England,,,1,,engineering crew
"Olliver, Mr. Alfred John",male,27,deck crew,B,Channel Islands,,,1,,deck crew
"O'Loughlin, Dr. William Francis Norman",male,63,deck crew,B,England,,,0,,deck crew
"Orpet, Mr. Walter Hayward",male,31,victualling crew,S,England,,,0,,victualling crew
"Orr, Mr. James",male,39,victualling crew,S,Scotland,,,0,,victualling crew
"Osborne, Mr. William Edward",male,32,victualling crew,B,England,,,0,,victualling crew
"Osman, Mr. Frank",male,27,deck crew,S,England,,,1,,deck crew
"Othen, Mr. Charles Alfred",male,36,engineering crew,S,England,,,1,,engineering crew
"Owen, Mr. Lewis",male,43,victualling crew,S,Wales,,,0,,victualling crew
"Pacey, Mr. Reginald lvan",male,17,victualling crew,S,England,,,0,,victualling crew
"Pachera, Sig. Jean Baptiste Stanislas",male,19,restaurant staff,S,England,,,0,,restaurant staff
"Paice, Mr. Richard Charles John",male,32,engineering crew,S,England,,,0,,engineering crew
"Painter, Mr. Charles",male,32,engineering crew,S,England,,,0,,engineering crew
"Painter, Mr. Frank",male,29,engineering crew,S,England,,,0,,engineering crew
"Paintin, Mr. James Arthur",male,29,victualling crew,S,England,,,0,,victualling crew
"Palles, Mr. Thomas Henry Michael",male,45,engineering crew,B,England,,,0,,engineering crew
"Parsons, Mr. Edward",male,37,victualling crew,S,England,,,0,,victualling crew
"Parsons, Mr. Frank Alfred",male,27,engineering crew,B,England,,,0,,engineering crew
"Parsons, Mr. Richard Henry",male,18,victualling crew,S,England,,,0,,victualling crew
"Pascoe, Mr. Charles H.",male,45,deck crew,S,England,,,1,,deck crew
"Pearce, Mr. Alfred Emest",male,24,victualling crew,S,England,,,0,,victualling crew
"Pearce, Mr. John",male,28,engineering crew,S,England,,,1,,engineering crew
"Pearcey, Mr. Albert Victor",male,25,victualling crew,S,England,,,1,,victualling crew
"Pedrini, Sig. Alessandro",male,21,restaurant staff,S,England,,,0,,restaurant staff
"Pelham, Mr. George",male,39,engineering crew,S,England,,,1,,engineering crew
"Pennal, Mr. Thomas Frederick Cohen",male,34,victualling crew,S,England,,,0,,victualling crew
"Penny, Mr. William Farr",male,31,victualling crew,S,England,,,0,,victualling crew
"Penrose, Mr. John Poole",male,49,victualling crew,B,England,,,0,,victualling crew
"Peracchio, Sig. Alberto",male,20,restaurant staff,S,England,,,0,,restaurant staff
"Peracchio, Sig. Sebastiano",male,17,restaurant staff,S,England,,,0,,restaurant staff
"Perkins, Mr. Laurence Alexander",male,22,victualling crew,S,England,,,0,,victualling crew
"Perkis, Mr. Walter John",male,37,deck crew,B,England,,,1,,deck crew
"Perotti, Sig. Alfonso",male,20,restaurant staff,S,England,,,0,,restaurant staff
"Perren, Mr. William Charles",male,48,victualling crew,S,England,,,0,,victualling crew
"Perriton, Mr. Hubert Prouse",male,32,victualling crew,S,England,,,0,,victualling crew
"Perry, Mr. Edgar Lionel",male,19,engineering crew,S,England,,,1,,engineering crew
"Perry, Mr. Henry Frederick",male,23,engineering crew,S,England,,,0,,engineering crew
"Peters, Mr. William Chapman",male,26,deck crew,S,England,,,1,,deck crew
"Petty, Mr. Edwin Henry",male,25,victualling crew,S,England,,,0,,victualling crew
"Pfropper, Mr. Richard Paul Jozef",male,30,victualling crew,S,Germany,,,1,,victualling crew
"Phillimore, Mr. Harold Charles William",male,23,victualling crew,B,England,,,1,,victualling crew
"Phillips, Mr. A. George",male,27,engineering crew,S,England,,,0,,engineering crew
"Phillips, Mr. John George",male,25,victualling crew,B,England,,,0,,victualling crew
"Phillips, Mr. Walter John",male,35,restaurant staff,S,England,,,0,,restaurant staff
"Piatti, Sig. Louis",male,17,restaurant staff,S,England,,,0,,restaurant staff
"Piazza, Sig. Pompeo Gaspro",male,33,restaurant staff,S,England,,,0,,restaurant staff
"Pitfield, Mr. William James",male,25,engineering crew,S,England,,,0,,engineering crew
"Pitman, Mr. Herbert John",male,34,deck crew,B,England,,,1,,deck crew
"Platt, Mr. Wilfred George",male,18,victualling crew,S,England,,,0,,victualling crew
"Podesta, Mr. Alfred John Alexander",male,24,engineering crew,S,England,,,1,,engineering crew
"Poggi, Sig. Emilio",male,28,restaurant staff,S,England,,,0,,restaurant staff
"Poingdestre, Mr. John Thomas",male,33,deck crew,S,Channel Islands,,,1,,deck crew
"Pond, Mr. George",male,33,engineering crew,S,England,,,0,,engineering crew
"Pook, Mr. Percy Robert",male,36,victualling crew,S,England,,,0,,victualling crew
"Porteus, Mr. Thomas Henry",male,34,victualling crew,S,England,,,0,,victualling crew
"Port, Mr. Frank",male,22,victualling crew,S,England,,,1,,victualling crew
"Prangnell, Mr. George Alexander",male,30,engineering crew,S,England,,,1,,engineering crew
"Prentice, Mr. Frank Winnold",male,23,victualling crew,S,England,,,1,,victualling crew
"Preston, Mr. Thomas Charles Alfred",male,20,engineering crew,S,England,,,0,,engineering crew
"Price, Mr. Ernest Cyril",male,17,restaurant staff,S,England,,,0,,restaurant staff
"Prichard, Mrs. Alice Maud",female,36,victualling crew,S,England,,,1,,victualling crew
"Prideaux, Mr. John Arthur (Jack)",male,23,victualling crew,S,England,,,0,,victualling crew
"Priest, Mr. Arthur John",male,24,engineering crew,S,England,,,1,,engineering crew
"Prior, Mr. Harold John Arnold",male,21,victualling crew,S,England,,,1,,victualling crew
"Proctor, Mr. Charles",male,46,victualling crew,B,England,,,0,,victualling crew
"Proudfoot, Mr. Richard Royston",male,22,engineering crew,S,England,,,0,,engineering crew
"Pryce, Mr. Charles William",male,23,victualling crew,S,England,,,0,,victualling crew
"Pugh, Mr. Alfred",male,20,victualling crew,S,England,,,1,,victualling crew
"Pugh, Mr. Arthur Percy",male,31,engineering crew,S,England,,,0,,engineering crew
"Pusey, Mr. William Robert Holland",male,22,engineering crew,S,England,,,1,,engineering crew
"Puzey, Mr. John Edward",male,44,victualling crew,B,England,,,0,,victualling crew
"Randall, Mr. Frank Henry",male,29,victualling crew,S,England,,,0,,victualling crew
"Ranger, Mr. Thomas",male,29,engineering crew,S,England,,,1,,engineering crew
"Ransom, Mr. James Augustus",male,50,victualling crew,B,England,,,0,,victualling crew
"Rattenbury, Mr. William Henry",male,38,victualling crew,B,Channel Islands,,,0,,victualling crew
"Ratti, Sig. Enrico",male,21,restaurant staff,S,England,,,0,,restaurant staff
"Ray, Mr. Frederick Dent",male,32,victualling crew,B,England,,,1,,victualling crew
"Read, Mr. Joseph",male,20,engineering crew,S,England,,,0,,engineering crew
"Reed, Mr. Thomas Charles Prowse",male,55,victualling crew,S,England,,,0,,victualling crew
"Reeves, Mr. Frederick Simms",male,34,engineering crew,S,England,,,0,,engineering crew
"Reid, Mr. Robert Thomas",male,30,engineering crew,S,England,,,0,,engineering crew
